weight(kg);height(m);age (years);gender;BMR;BMI
43,83449572;1,544217183;11;M;1363,841;18,38227476
36,00814137;1,511407763;13;M;1226,615;15,76294674
39,61287525;1,417065239;11;F;1224,485;19,7268016
33,26583108;1,434580761;11;F;1166,531;16,16398257
35,05425366;1,525285957;13;M;1220,486;15,06739526
34,15284252;1,467520225;12;M;1186,054;15,85837434
40,26948301;1,542873898;13;M;1300,729;16,91668219
42,89326241;1,457366539;12;F;1258,128;20,19535498
31,91610937;1,530561618;10;F;1174,59;13,62411523
34,2696648;1,528798754;11;F;1192,185;14,66254021
38,7278799;1,538030458;12;F;1231,853;16,37170274
42,53816389;1,533072617;11;F;1272,289;18,09894611
44,06277715;1,557227014;11;F;1291,031;18,17054727
41,75122725;1,505587088;10;M;1322,785;18,41863675
35,98183621;1,451790046;11;M;1210,046;17,07165767
35,36147878;1,395855119;10;M;1180,38;18,14887591
45,24104197;1,535723465;13;M;1365,264;19,1825597
36,11648479;1,44972887;12;F;1191,772;17,1843021
33,68408637;1,418273864;11;M;1161,809;16,74574883
45,23208844;1,461851333;10;M;1348,605;21,16606981
44,14706998;1,38690286;13;F;1253,485;22,95143252
37,2608399;1,549056862;13;F;1214,944;15,52808573
39,63271077;1,398981068;12;M;1226,859;20,25023666
33,44349257;1,458996895;13;F;1162,987;15,71096606
44,75654882;1,489815356;11;M;1349,272;20,16469688
43,07256184;1,484898971;10;M;1330,544;19,5347065
33,83448152;1,514461785;12;F;1180,87;14,75172771
45,65944956;1,522008288;12;M;1370,939;19,71045441
45,10913416;1,397947493;13;F;1264,599;23,08249618
37,93600861;1,544012581;13;M;1269,33;15,91292316
36,90967104;1,408085643;13;F;1187,607;18,61581413
32,19367942;1,445953852;11;M;1155,23;15,39790905
45,5626298;1,437127421;12;F;1280,313;22,06064627
36,86490903;1,552793267;11;F;1221,178;15,28923964
37,87133782;1,505275822;12;F;1218,062;16,71392601
44,6501881;1,517566788;10;M;1368,491;19,38776138
44,78759743;1,467465304;12;M;1331,723;20,79802436
34,81813621;1,418163974;13;M;1163,69;17,31221443
34,40275472;1,478615775;12;F;1180,231;15,73557251
38,49018185;1,501565497;12;M;1262,498;17,07109589
44,2212408;1,494146239;12;M;1337,304;19,80818632
33,05204872;1,509131205;10;F;1181,852;14,51257195
40,51851537;1,542639724;11;F;1254,527;17,02646552
41,6718899;1,505584327;11;F;1259,299;18,38370434
38,82017995;1,473886009;12;F;1221,834;17,87021394
38,47331424;1,55377051;11;M;1295,17;15,93623961
40,28799165;1,414646875;11;F;1230,555;20,13165733
37,86098541;1,546117074;11;F;1229,605;15,83824879
33,31193378;1,385495378;12;M;1133,521;17,35360396
44,1656431;1,437187091;13;M;1301,263;21,38247354
36,1539747;1,530239732;12;F;1205,819;15,43963758
41,55399546;1,531032125;10;M;1332,806;17,72736478
36,45167114;1,394638463;11;F;1190,325;18,74106065
34,75814349;1,482627487;10;F;1193,725;15,81220648
36,87710571;1,445437503;11;M;1219,135;17,6505479
45,66597182;1,536416748;11;M;1385,032;19,34526302
42,65154568;1,498886446;12;M;1318,169;18,98441897
40,95668174;1,456423231;10;F;1248,776;19,30854588
32,97578485;1,445368935;13;M;1152,053;15,78475001
41,87290727;1,399986137;10;M;1271,652;21,36415129
35,33612634;1,4058722;12;F;1176,825;17,8783425
39,09238489;1,489325357;10;F;1236,472;17,62434552
33,9963712;1,523882928;12;F;1184,025;14,63960487
38,91338412;1,545191977;13;M;1283,309;16,29799244
44,19778389;1,513798881;11;F;1284,945;19,28697575
36,80966538;1,437077637;13;F;1191,576;17,82384543
44,16917483;1,549267212;10;F;1295,4;18,40206779
36,94547744;1,524116855;13;M;1245,811;15,90467326
42,45912178;1,386635659;11;M;1266,208;22,08240028
36,91049365;1,522358641;12;F;1211,742;15,92633697
34,58294777;1,501806195;12;M;1209,089;15,33325033
38,58789764;1,517458402;10;F;1236,412;16,75782027
37,55348651;1,463893504;11;M;1237,63;17,5239214
42,83874278;1,400401436;11;F;1252,62;21,84397254
32,96367328;1,517930917;10;F;1182,5;14,30644032
40,75580261;1,530373138;11;F;1254,719;17,40182439
36,67173496;1,498077673;11;F;1210,022;16,34040418
36,92045002;1,402397719;12;M;1191,409;18,77260719
40,84457062;1,509515177;12;F;1247,325;17,92500838
40,0210073;1,518521605;11;M;1298,749;17,35585706
35,94392689;1,464185205;11;F;1197,273;16,76615565
33,39350977;1,405042294;13;F;1153,335;16,91543895
36,99440434;1,411873125;11;F;1198,465;18,55857797
41,16968395;1,5211371;12;M;1308,993;17,79265735
43,73970351;1,463672824;11;M;1322,27;20,41680665
35,78296599;1,545140867;12;M;1247,197;14,98787896
33,97380098;1,472913336;13;F;1170,444;15,65992759
37,11278068;1,527784989;12;M;1256,738;15,90006932
34,57876314;1,412747336;11;F;1175,423;17,32528791
45,56820918;1,49675294;11;F;1295,203;20,34050456
44,37851816;1,445352141;11;M;1321,862;21,24346994
39,19879001;1,565746989;12;M;1304,297;15,98930148
42,7228363;1,414321199;11;F;1253,874;21,35816685
36,37109436;1,536719435;11;M;1257,844;15,40164826
32,9422958;1,420289102;13;M;1139,054;16,33053277
41,8666043;1,403327318;11;M;1266,436;21,25934005
42,11144066;1,398183384;11;F;1245,261;21,54129586
44,11205788;1,55164377;11;F;1290,555;18,32201669
33,76655003;1,416749791;12;F;1163,606;16,82288111
45,23741746;1,56344044;12;M;1385,873;18,50696149
40,6578702;1,547627911;11;F;1256,712;16,97506783
37,53783673;1,476038736;10;M;1250,288;17,22954191
34,60730299;1,419893088;11;M;1175,267;17,16550027
45,6600825;1,552761184;11;M;1393,124;18,93770555
32,89548109;1,559919773;11;M;1221,828;13,51859994
39,37781507;1,46321541;11;M;1262,284;18,39225937
41,89525648;1,51511699;12;M;1315,924;18,25040545
38,7995358;1,464749991;11;M;1255,129;18,08420918
45,75201843;1,449491832;12;F;1284,233;21,77603037
40,06393276;1,465890892;13;F;1227,715;18,64448044
35,97870256;1,537402387;11;F;1210,054;15,22195368
33,73364733;1,404127559;12;M;1148,615;17,11000646
35,88578878;1,441244773;12;M;1196,658;17,27615159
35,92817531;1,447321129;12;F;1189,555;17,15162831
41,43769901;1,38828669;12;F;1232,411;21,49994316
34,80821871;1,390762242;10;F;1178,588;17,99600131
45,79123451;1,514696554;13;M;1362,288;19,95864608
42,2138438;1,539148242;12;F;1265,508;17,81943779
37,66103221;1,403835544;12;M;1202,274;19,10995878
43,80765763;1,546332787;11;F;1286,73;18,32078609
43,62525798;1,557867543;11;F;1286,94;17,97533322
37,19317342;1,498264774;10;M;1256,679;16,56861083
32,75059188;1,479817032;10;M;1186,592;14,95557483
34,66752865;1,41791856;11;F;1177,154;17,243297
34,98162854;1,556886889;10;M;1255,692;14,43197942
34,99363585;1,502347518;12;M;1214,987;15,50416069
39,5781893;1,527503652;13;F;1233,526;16,96256039
32,54952743;1,432227833;12;F;1154,554;15,86793706
42,97948936;1,408909486;12;M;1277,674;21,65185276
33,1355628;1,421930578;12;M;1149,322;16,38843807
33,0621965;1,49251853;13;M;1176,811;14,84199357
37,21205576;1,565053295;10;F;1231,295;15,19236551
40,55179206;1,51252226;12;M;1296,221;17,7258268
36,95612469;1,388035255;11;M;1191,517;19,18162647
35,82235307;1,460970422;11;F;1195,56;16,78306448
37,89542656;1,491099969;12;M;1249,117;17,04406876
36,57126931;1,486587883;13;F;1197,704;16,54850849
38,9474141;1,466716069;11;F;1226,537;18,10449971
39,71501362;1,490599177;13;M;1266,995;17,87446128
32,67544547;1,41265302;10;M;1151,98;16,37383888
42,85032439;1,524553609;11;M;1340,526;18,43608549
40,68917617;1,518335307;13;M;1294,209;17,64995144
43,54130406;1,468202794;11;F;1270,891;20,19897538
44,84306627;1,554836844;11;F;1298,116;18,54922011
34,27938359;1,492600663;12;M;1200,328;15,38670912
45,25673557;1,562814477;10;F;1308,143;18,52969937
33,18251059;1,405412429;11;F;1160,772;16,79970524
36,88165395;1,558764597;11;M;1275,861;15,17921533
37,44699722;1,449888031;11;M;1229,168;17,81345122
39,06153027;1,419705073;11;F;1219,641;19,37996484
44,69813478;1,537312479;11;M;1372,221;18,91320351
39,33717581;1,408448723;11;F;1220,373;19,82992611
36,72245119;1,479735272;13;M;1220,565;16,77117962
43,90314127;1,408830711;10;F;1268,971;22,11963594
44,11557448;1,431123086;12;F;1265,4;21,53961637
43,33447876;1,510022689;12;M;1333,094;19,00494562
45,7917471;1,402759032;12;M;1313,126;23,27132259
34,93492834;1,424732226;10;M;1188,975;17,21049499
38,65408671;1,401189967;12;F;1207,882;19,68798992
43,54830568;1,521972128;10;M;1355,598;18,80000066
44,56441904;1,514193159;11;M;1358,829;19,43684136
44,53605847;1,431922162;10;M;1324,105;21,72065696
39,06139422;1,562747611;11;F;1243,956;15,99447735
44,57280703;1,511935657;13;M;1344,215;19,49859712
39,13365352;1,404272166;12;F;1213,009;19,84484996
36,36052745;1,469333536;10;F;1206,848;16,8418344
32,13238435;1,41048008;12;F;1146,853;16,15135784
42,1340577;1,427666652;11;M;1282,27;20,67186477
43,9033516;1,565914314;12;F;1286,278;17,904479
38,69243588;1,527362408;11;M;1284,968;16,58600825
44,75005567;1,528449176;12;F;1288,037;19,15541546
45,48037703;1,399852602;12;F;1273,187;23,20916085
35,06615468;1,560843543;11;M;1252,028;14,39359903
39,07576613;1,546461182;11;F;1241,326;16,33914984
45,37948239;1,416313274;10;F;1284,416;22,62251511
44,25652692;1,527374291;13;M;1347,602;18,97083195
37,46806641;1,523213883;12;F;1217,24;16,148772
34,97178963;1,463395863;10;M;1208,811;16,33030182
44,7732016;1,557845021;13;F;1288,556;18,44886484
42,44549542;1,560426118;11;F;1276,049;17,43191844
35,00948661;1,403013062;12;F;1173,203;17,78534579
45,64940244;1,540675816;11;M;1386,935;19,23147372
34,74430269;1,397127181;11;M;1165,761;17,7996604
43,3900045;1,411578279;12;F;1255,112;21,77608291
38,67143023;1,461374661;13;F;1213,579;18,10785837
33,57850189;1,455830428;12;M;1172,341;15,84308425
39,65031948;1,527867389;13;F;1234,281;16,98538395
44,6613523;1,540965387;11;F;1294,013;18,80815093
40,17238288;1,557115395;11;M;1320,119;16,56860697
42,53988545;1,546935061;11;F;1274,662;17,77674123
41,9019012;1,515632908;12;F;1258,516;18,24087537
33,20987363;1,54762275;12;F;1180,511;13,86554717
35,7956892;1,430798795;13;M;1183,4;17,48532049
40,70319102;1,485076207;13;F;1237,114;18,45571937
37,57408001;1,478182505;13;M;1231,456;17,19619019
35,85400475;1,521998842;11;F;1206,238;15,47779277
44,20136109;1,553617414;11;F;1291,748;18,31249342
37,72563375;1,423677734;11;M;1219,88;18,61286204
34,32759879;1,513485692;12;M;1211,431;14,98603651
40,90603721;1,507555621;13;M;1291,791;17,99868268
39,31394613;1,400019311;11;M;1229,811;20,05758244
35,15834964;1,556427583;10;M;1257,883;14,51344941
32,29668029;1,533851029;11;F;1174,103;13,72750214
36,4418084;1,447564443;10;F;1203,927;17,39098205
32,39443188;1,533332388;10;F;1179,653;13,77836704
40,22540256;1,533878421;13;F;1240,823;17,09694536
42,00795091;1,513427987;10;F;1268,559;18,34036507
38,23507045;1,495375461;10;F;1229,271;17,09863318
36,64083846;1,465564202;11;M;1225,962;17,05908396
40,40862067;1,552650281;11;M;1321,123;16,76203465
45,14525842;1,533763766;11;M;1376,572;19,19089354
37,53740379;1,558096122;12;M;1277,71;15,46235852
40,52094694;1,480614124;12;M;1279,844;18,48399362
38,50085715;1,541820487;12;M;1282,772;16,19581376
41,82687044;1,563820636;10;M;1352,938;17,10336215
34,01723503;1,477140829;11;F;1180,979;15,59032633
42,1783248;1,471007745;13;M;1290,947;19,49213488
39,62419426;1,458075766;11;F;1231,565;18,6380409
40,09206617;1,509997516;11;M;1295,46;17,58352619
32,3436243;1,540034049;12;M;1197,525;13,6372888
33,76164778;1,504391051;13;F;1173,758;14,91770972
33,51676704;1,460491075;11;M;1180,625;15,71318798
32,65741007;1,453996027;12;F;1159,29;15,4473967
32,26789884;1,497425792;11;F;1167,634;14,39063866
35,00796873;1,386390246;11;F;1175,063;18,21360542
37,49023367;1,4406639;10;M;1231,948;18,06312136
39,85297618;1,481945006;11;M;1278,158;18,14665508
37,29871438;1,490159834;12;F;1209,995;16,79686209
39,53999648;1,544492002;13;F;1236,048;16,5754489
38,60417229;1,561576061;11;M;1300,865;15,83098582
37,28509358;1,495082846;12;F;1210,701;16,68033314
42,71765236;1,437275919;10;M;1301,87;20,67888314
36,42045309;1,486809329;12;F;1200,994;16,47535531
36,32773821;1,566245731;12;M;1265,213;14,80875537
40,24473866;1,486744458;12;M;1279,125;18,20691879
43,16337564;1,471620371;11;F;1267,844;19,93075817
43,9104727;1,51898913;12;M;1345,468;19,03087602
42,74060943;1,564840249;12;F;1274,933;17,45423001
39,45580978;1,534887665;13;M;1285,588;16,74780012
44,61045744;1,399644262;10;F;1274,2;22,77200866
41,97674334;1,553423857;11;F;1270,359;17,39517495
33,22219793;1,39632616;12;M;1137,707;17,03941233
36,21396542;1,434670724;13;F;1185,448;17,59428451
33,77061719;1,424576916;12;M;1159,346;16,64053146
43,34903254;1,453302128;10;M;1318,533;20,52426391
42,4663053;1,506596022;13;F;1257,698;18,70901163
36,9282414;1,529267182;13;M;1248,15;15,79035481
37,61750975;1,501065888;11;M;1257,093;16,69515791
35,61471009;1,389985277;11;M;1174,114;18,43355135
40,97055451;1,396811692;13;F;1224,675;20,99887936
37,30030896;1,406857295;13;M;1192,043;18,84570269
36,71872484;1,504990766;11;F;1211,648;16,21137754
40,95003768;1,518195929;13;M;1297,713;17,76636828
40,9531761;1,494318453;11;F;1250,485;18,34008185
33,09754476;1,50093869;11;F;1176,196;14,6916263
39,25544311;1,439259313;11;M;1248,629;18,95054862
38,96762735;1,409290006;11;F;1216,969;19,62019047
32,24352268;1,53292274;11;F;1173,435;13,72151136
32,08321054;1,510341205;10;F;1172,757;14,06460953
45,77231279;1,486323525;11;M;1361,442;20,71935129
37,2648381;1,482737844;11;M;1243,097;16,95003089
44,42401578;1,533153281;11;M;1366,386;18,89934102
37,03612311;1,540986196;11;M;1269,088;15,59653135
34,73279159;1,54657908;10;F;1204,353;14,5209633
33,79328557;1,393058524;12;M;1143,897;17,41372551
35,19916466;1,392730768;11;M;1169,794;18,14671492
39,51256553;1,528624619;10;M;1303,634;16,9096076
37,50172621;1,518357331;13;M;1250,552;16,26684308
44,19500913;1,483974409;11;F;1279,848;20,06875378
42,30093272;1,467962272;12;M;1297,904;19,62999349
39,51501385;1,503424526;12;M;1277,468;17,4823124
38,3965298;1,539237185;12;M;1280,051;16,20618837
37,87530454;1,435589375;11;F;1210,953;18,37789063
33,3228938;1,415270382;11;M;1155,359;16,63657312
39,25453434;1,409846596;12;F;1215,117;19,74904548
38,31251708;1,399651063;13;F;1199,641;19,55695016
39,45557468;1,489484579;12;M;1269,684;17,78428261
39,12998235;1,483880809;10;M;1276,021;17,77098973
36,2524236;1,545784481;12;F;1209,407;15,17187167
32,39455177;1,388469239;12;M;1122,44;16,80348838
43,10157515;1,399318958;12;F;1250,259;22,01201021
40,75628951;1,560302355;12;M;1322,912;16,7408348
35,08780553;1,390749168;11;M;1167,278;18,14088999
39,05588537;1,566736652;11;M;1309,634;15,91089028
44,43515394;1,526201694;11;F;1289,332;19,07668141
39,63212645;1,528810439;10;M;1305,365;16,95665157
39,65369336;1,387904462;12;F;1215,219;20,58564599
35,7228692;1,54119455;12;M;1244,401;15,03943095
40,99653123;1,403307234;12;F;1230,729;20,81812367
32,62785128;1,393703047;10;M;1141,853;16,79762862
37,70047432;1,509439453;13;M;1248,816;16,54685341
42,58918223;1,561758607;12;F;1272,955;17,4610954
35,34975718;1,537474031;11;F;1204,028;14,95446418
35,33679061;1,56592486;10;M;1265,076;14,41070623
35,10662516;1,530812181;13;F;1191,162;14,98115383
32,75572607;1,506056705;12;F;1169,085;14,44124323
41,95779912;1,510419402;11;M;1321,232;18,39151849
33,18244073;1,397417772;12;M;1137,708;16,99244226
37,25663083;1,499578645;12;F;1211,192;16,5678092
31,99527372;1,506201705;13;F;1157,109;14,10326155
43,77246498;1,494140956;10;F;1282,22;19,60730314
43,14537909;1,384391833;10;F;1257,542;22,51211154
33,65405305;1,48961487;11;F;1179,613;15,16663995
37,23644414;1,51237473;12;M;1250,727;16,27981169
32,85411593;1,554371638;11;M;1218,487;13,59815724
39,74414234;1,517218304;12;F;1238,071;17,26541343
40,65629406;1,39804665;11;M;1247,215;20,80101192
36,2639958;1,423753364;11;F;1193,472;17,88982653
41,41029151;1,558348358;12;F;1261,058;17,05215188
39,713365;1,51350582;11;M;1292,026;17,33678233
34,89545804;1,422180141;11;F;1180,067;17,2528038
41,88282132;1,512453996;11;F;1262,492;18,3092933
32,88293019;1,403037952;12;M;1136,415;16,70443046
32,48594577;1,488329832;12;M;1173,622;14,66550902
33,63211287;1,446231501;11;M;1175,076;16,07972133
39,14176367;1,482049228;13;F;1221,609;17,82030495
39,47379708;1,418648938;10;M;1248,115;19,61367749
38,14501491;1,529683283;12;F;1224,838;16,3017695
37,79566707;1,447712824;11;M;1232,857;18,03338155
38,89243888;1,531075274;11;M;1289,564;16,59098199
39,89807439;1,488214434;12;F;1234,618;18,014446
45,29729072;1,42059571;12;M;1315,271;22,44560053
35,54499892;1,435227759;13;M;1182,18;17,25586976
37,08126655;1,551963312;13;M;1261,595;15,39542416
32,59872012;1,551798143;13;F;1170,653;13,53723891
41,44247143;1,458435963;11;F;1249,082;19,4836768
36,5861093;1,554976219;12;F;1214,173;15,13103808
41,19793397;1,507355623;11;M;1309,29;18,13192803
36,32298133;1,499029131;10;M;1245,139;16,16446525
39,84622832;1,452194966;13;F;1223,297;18,89458534
43,11210466;1,427750547;12;F;1255,194;21,14922972
33,41089606;1,504264582;11;F;1179,77;14,76521119
42,25804457;1,555201122;11;M;1347,736;17,4717447
45,18320064;1,424024659;10;M;1329,022;22,28137418
41,99844874;1,403721954;11;F;1245,118;21,31429955
43,78514712;1,417707542;12;F;1259,948;21,78479684
44,35970672;1,494028717;12;M;1339,142;19,87333603
42,40643557;1,507657836;12;M;1319,197;18,65632898
42,47526559;1,537473627;11;F;1272,433;17,96886944
43,2527442;1,540603465;11;M;1354,064;18,22350567
45,45370601;1,38517302;11;M;1306,502;23,68979218
38,96763288;1,554522128;12;M;1295,518;16,12538931
40,22994928;1,439948035;10;F;1238,999;19,40241753
42,57610192;1,493823265;12;M;1314,604;19,07952064
32,42192362;1,443234948;12;F;1155,2;15,56555838
43,96857412;1,567163529;11;F;1291,816;17,90250276
40,73450446;1,491475214;13;F;1238,502;18,31177133
35,91748799;1,533667342;11;M;1250,103;15,27016098
42,04616633;1,401349859;12;F;1240,473;21,41081779
35,63609297;1,470186426;11;M;1214,508;16,48713774
42,68108426;1,521375819;10;M;1343,419;18,44006404
38,84880086;1,514532674;10;M;1287,495;16,93636966
42,36563094;1,530812762;12;M;1330,216;18,0787971
34,48116715;1,459312332;11;F;1182,402;16,19143917
34,98759768;1,403032279;10;F;1182,396;17,77373901
38,28426115;1,461601892;13;F;1209,901;17,92099328
33,65461881;1,518676174;12;F;1179,859;14,59198305
42,12924101;1,484646244;10;F;1264,831;19,11338762
43,93424109;1,526315609;11;M;1356,257;18,85881664
39,49937609;1,462963384;12;F;1226,498;18,45539406
34,32307431;1,445459865;12;F;1173,83;16,42759948
42,71058606;1,546118005;10;M;1356,194;17,86694314
42,04344429;1,47926829;13;F;1248,993;19,2134074
36,81784653;1,386308888;13;F;1183,024;19,15747944
45,69307696;1,460967383;12;F;1285,618;21,40766814
39,20978284;1,407458612;11;M;1232,103;19,79352625
38,68118154;1,545196218;12;M;1286,93;16,20065071
34,23792098;1,52636161;12;M;1216,64;14,69577575
44,80280182;1,517268386;12;F;1286,643;19,4616813
32,92100279;1,452898394;12;M;1161,867;15,59561724
33,94405907;1,411672459;11;M;1162,07;17,03318606
32,08317234;1,407820058;13;F;1141,228;16,18762023
41,06054239;1,420513288;13;F;1229,568;20,34857871
35,65488808;1,480302802;11;F;1197,238;16,27113899
40,02113431;1,407394946;13;M;1229,587;20,20493322
35,82294793;1,500181338;10;M;1238,865;15,91746138
43,04818756;1,536625553;13;F;1268,389;18,23134751
32,00468406;1,563978682;11;F;1176,421;13,08434197
40,69036603;1,481630454;12;F;1241,105;18,53582003
37,39022182;1,473786086;12;M;1233,539;17,21429089
44,24686982;1,52870076;11;F;1287,949;18,93379146
45,22717187;1,396641727;12;M;1302,333;23,18619079
40,99311811;1,514179346;13;F;1244,844;17,87953905
41,72967652;1,424526397;12;M;1268,36;20,5638305
42,10520481;1,417465776;13;F;1239,079;20,95610763
31,95817719;1,520621889;11;M;1189,338;13,82100184
41,48297144;1,454119069;12;F;1244,037;19,61868608
44,76968404;1,531758929;13;F;1284,088;19,08109035
40,4593436;1,525093635;12;M;1301,24;17,39505537
39,94697582;1,472364714;13;M;1261,056;18,42693504
41,24496294;1,464507627;11;M;1288,51;19,23037007
41,50548906;1,421696898;11;M;1270,674;20,53484855
44,99669307;1,469908398;12;F;1280,453;20,82572145
44,95767025;1,498001644;10;F;1294,254;20,03453272
41,7213615;1,475695991;11;F;1254,693;19,15864004
35,36591228;1,553334693;11;M;1252,38;14,65732714
42,33167482;1,459857442;11;F;1257,86;19,86298685
44,50719404;1,454561991;12;F;1273,145;21,03612513
33,91285457;1,514317941;11;M;1212,965;14,78870725
41,49326416;1,441806444;12;F;1242,042;19,9601443
40,4094771;1,480588821;11;M;1285,104;18,43377571
33,17690117;1,555036498;12;M;1216,442;13,72001688
33,10915811;1,476306847;13;M;1169,349;15,19129753
40,23844376;1,547694077;11;M;1316,314;16,79851668
34,29015235;1,534486959;10;F;1198,048;14,56273716
44,2934057;1,462221228;11;M;1329,13;20,71633403
43,68553235;1,418243905;13;M;1285,214;21,71879775
35,36893272;1,467505311;10;M;1216,307;16,4233819
38,69893029;1,447976441;11;F;1220,966;18,4576314
34,68919268;1,453022574;11;F;1183,33;16,43045044
38,03181921;1,555250269;11;M;1289,861;15,72340241
35,93039922;1,544112101;13;M;1241,903;15,06969246
34,51276736;1,490852531;11;F;1188,067;15,52781722
41,60808658;1,506978539;11;M;1314,72;18,32160895
44,95116974;1,563858458;11;F;1300,687;18,38002556
38,59984514;1,479849779;10;M;1266,743;17,62585928
38,94516869;1,398777322;13;F;1205,566;19,90473611
34,09190516;1,544209779;12;F;1188,398;14,2967945
43,49710873;1,557056636;12;F;1280,872;17,94120344
35,07681551;1,44743914;12;F;1181,402;16,74247018
41,79037736;1,388343078;12;F;1235,806;21,68116896
33,17317835;1,466208526;10;F;1175,718;15,4310544
36,93189212;1,417253906;12;M;1198,994;18,38680344
37,83372169;1,391454617;12;F;1198,351;19,54073849
42,32097665;1,543988776;11;M;1342,992;17,7528222
44,77962529;1,402174163;11;F;1271,554;22,77595178
44,16140797;1,50579983;13;F;1273,835;19,47638827
38,92258058;1,479381003;10;M;1270,93;17,78449556
33,07575898;1,540635138;13;F;1173,335;13,93510422
44,12895275;1,441160713;13;M;1302,747;21,24705744
42,50429448;1,53098376;12;F;1266,908;18,13391786
36,33835874;1,498260404;12;M;1231,366;16,18790712
45,54194099;1,54844531;10;F;1308,438;18,99414698
38,12956373;1,446380769;12;M;1229,965;18,22621793
38,65781754;1,554650993;13;M;1284,538;15,99453117
45,74431603;1,460712914;11;M;1348,254;21,43914198
41,00321671;1,557326415;11;F;1261,676;16,90669152
34,13902191;1,52094973;12;F;1184,896;14,75779096
35,44927075;1,559507442;10;F;1213,429;14,57580005
35,77001353;1,450876159;11;F;1193,341;16,99254449
41,58825319;1,506261426;11;F;1258,612;18,33031678
40,08308164;1,50329725;11;M;1291,987;17,73664106
44,75038948;1,394354639;10;M;1308,258;23,01708533
37,91279248;1,561128756;11;M;1291,17;15,55637225
36,61849121;1,564388058;12;M;1268,267;14,96275145
45,49049157;1,524466968;11;F;1299,168;19,57422576
38,05439194;1,565766196;11;F;1234,802;15,52211732
34,96497172;1,546760429;12;M;1236,8;14,61460478
45,00595812;1,440120379;12;F;1275,478;21,70063385
44,75655991;1,507028892;12;M;1351,079;19,70668348
44,14740775;1,388263964;13;F;1253,72;22,90662503
40,2441369;1,551623643;12;F;1248,72;16,71590292
38,07401756;1,538907028;12;M;1275,468;16,07696032
40,51015179;1,525201133;11;F;1251,482;17,41444476
37,58545525;1,430569121;10;M;1228,205;18,36547316
33,99560181;1,457288371;12;F;1172,697;16,00780316
33,51688202;1,38969512;12;M;1138,429;17,35499711
44,11343222;1,559177015;13;F;1282,449;18,14596219
42,29264733;1,409636998;12;M;1268,628;21,28385498
37,53738601;1,521568492;10;F;1227,026;16,21365819
35,35997729;1,558782046;10;F;1212,449;14,55261995
32,57044529;1,555575777;13;F;1171,024;13,4598851
32,87559191;1,550056335;12;F;1177,715;13,6829146
36,94750767;1,546215284;10;F;1225,553;15,45415359
33,35599558;1,476439133;13;F;1165,112;15,30181025
35,21715141;1,415232278;12;F;1177,274;17,58323474
34,40866467;1,465203367;12;M;1188,4;16,02772946
35,93324168;1,566704828;10;M;1273,638;14,63935811
45,59688474;1,544227933;11;M;1387,991;19,12107761
40,61932823;1,451265573;10;M;1280,118;19,28585738
42,7798144;1,482413217;12;F;1261,296;19,46705873
41,85242563;1,552673865;10;F;1273,738;17,36041678
42,89281038;1,4413579;13;F;1250,702;20,6462336
38,38894988;1,49526601;11;F;1226,029;17,16996106
43,55173639;1,499141548;10;F;1280,951;19,37850163
35,46322112;1,387252863;13;F;1170,18;18,42752124
42,40350406;1,53762931;13;M;1327,343;17,93487891
38,73254749;1,392315673;11;F;1211,826;19,98023713
41,70283055;1,396170487;10;M;1267,414;21,39383423
44,45168686;1,511368577;12;M;1349,072;19,46020761
45,4445114;1,508448875;12;F;1291,304;19,97193976
45,32892913;1,497569746;11;M;1360,991;20,21163021
32,96501091;1,455245079;11;M;1170,443;15,56614047
33,23231729;1,53272206;11;F;1182,893;14,14600508
35,13197427;1,559594983;10;M;1259,106;14,44371456
44,88451016;1,476430887;10;M;1351,133;20,59065898
44,4730664;1,505268195;12;M;1346,315;19,62769515
38,02792318;1,3911121;11;F;1204,857;19,65071476
34,82619268;1,451720624;12;F;1179,724;16,52494052
38,07371765;1,558515183;11;M;1292,068;15,67484336
33,20297243;1,39481466;10;F;1163,867;17,06648007
33,12038722;1,54377286;12;M;1210,036;13,89724144
39,84986014;1,428666514;12;M;1244,676;19,52383238
42,2646567;1,524231721;12;F;1263,46;18,19178667
39,17978758;1,401473247;11;F;1217,676;19,94768279
35,3931938;1,385021787;12;F;1173,828;18,45043221
32,06981008;1,563150776;11;M;1212,132;13,12485901
41,95511924;1,507415249;11;M;1319,693;18,46371769
42,22503202;1,542169731;12;F;1266,129;17,7543852
37,58434788;1,522391056;13;M;1253,701;16,21640461
35,71594662;1,456560966;12;M;1201,989;16,83467864
37,13707121;1,486834178;11;F;1212,578;16,79896707
41,20124205;1,432349623;11;M;1271,832;20,08224366
38,19525172;1,539705154;11;M;1284,328;16,11143597
38,21757821;1,428300795;12;M;1222,131;18,73371061
38,97749012;1,522284348;10;M;1293,134;16,81985728
40,10668897;1,545991715;12;F;1246,443;16,78040682
42,68807511;1,522348616;13;M;1323,601;18,41952127
45,55373992;1,402373939;11;F;1279,019;23,16308351
38,42068705;1,448655307;11;M;1241,891;18,30775126
36,58429225;1,532133235;13;F;1205,572;15,58481283
42,75567098;1,397759299;13;F;1241,974;21,88411287
39,38232587;1,486953004;11;F;1234,152;17,8117617
43,49927034;1,449410976;13;M;1298,245;20,70612734
31,94460855;1,516148661;13;M;1173,315;13,89677408
32,87319345;1,439508988;12;F;1158,899;15,86401579
33,1254446;1,453363096;10;M;1178,5;15,68243366
